Período;Código Capítulo Diagnóstico ICD9CM/ICD10CMPCS;Descrição Capítulo Diagnóstico ICD9CM/ICD10CMPCS;Instituição;Região;Faixa Etária;Género;Internamentos;Dias de Internamento;Ambulatório;Óbitos
2021-11;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Baixo Alentejo, E.P.E.;Região de Saúde do Alentejo;[65-120[;F;22;168;0;3
2021-11;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;Região de Saúde do Alentejo;[25-45[;F;0;0;2;0
2021-11;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;Região de Saúde do Alentejo;[45-65[;M;5;27;0;0
2021-11;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;Região de Saúde do Alentejo;[65-120[;M;26;258;0;4
2021-11;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Norte Alentejano E. P. E.;Região de Saúde do Alentejo;[65-120[;M;43;555;0;8
2021-11;9;Doenças do aparelho circulatório;Unidade Local de Saúde Nordeste, E.P.E.;Região de Saúde do Norte;[25-45[;F;2;16;0;1
2021-11;9;Doenças do aparelho circulatório;Unidade Local de Saúde Nordeste, E.P.E.;Região de Saúde do Norte;[65-120[;M;52;513;0;8
2021-12;9;Doenças do aparelho circulatório;Unidade Local de Saúde Nordeste, E.P.E.;Região de Saúde do Norte;[45-65[;M;10;75;0;1
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Barreiro/Montijo, E.P.E.;Região de Saúde LVT;[25-45[;M;3;17;1;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Barreiro/Montijo, E.P.E.;Região de Saúde LVT;[45-65[;F;9;128;16;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;Região de Saúde do Norte;[45-65[;M;14;112;1;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar de Leiria, E.P.E.;Região de Saúde do Centro;[25-45[;F;0;0;1;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[25-45[;F;1;7;6;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[45-65[;M;38;288;2;2
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[65-120[;M;115;1237;4;15
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;Região de Saúde do Norte;[15-25[;M;1;6;1;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Ave, E.P.E.;Região de Saúde do Norte;[65-120[;M;4;412;0;1
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[25-45[;F;2;18;0;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[65-120[;F;90;1161;12;12
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[65-120[;M;53;538;17;11
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[25-45[;M;1;6;1;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[45-65[;F;6;44;1;1
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[65-120[;F;41;480;1;9
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[65-120[;M;30;323;0;4
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[15-25[;F;2;4;0;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Povoa do Varzim/Vila do Conde, E.P.E.;Região de Saúde do Norte;[25-45[;F;3;11;0;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Povoa do Varzim/Vila do Conde, E.P.E.;Região de Saúde do Norte;[65-120[;M;12;189;0;3
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[15-25[;F;1;2;0;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[45-65[;F;8;43;11;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[45-65[;M;39;289;4;1
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[15-25[;F;3;96;1;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[25-45[;F;11;125;15;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[45-65[;F;38;552;14;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[65-120[;F;156;1765;28;19
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Algarve, E.P.E.;Região de Saúde do Algarve;[65-120[;M;159;2099;13;34
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[45-65[;M;17;80;12;0
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[65-120[;M;31;321;11;1
2021-12;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Lisboa Central, E.P.E.;Região de Saúde LVT;[25-45[;M;9;61;3;0
2021-12;9;Doenças do aparelho circulatório;Hospital da Fundação Aurélio Amaro Diniz;Região de Saúde do Centro;[65-120[;M;1;4;0;0
2021-12;9;Doenças do aparelho circulatório;Hospital da Prelada;Região de Saúde do Norte;[15-25[;M;0;0;1;0
2021-12;9;Doenças do aparelho circulatório;Hospital da Prelada;Região de Saúde do Norte;[25-45[;F;0;0;1;0
2021-12;9;Doenças do aparelho circulatório;Hospital de Braga, E.P.E.;Região de Saúde do Norte;[25-45[;F;8;67;35;1
2021-12;9;Doenças do aparelho circulatório;Hospital de Braga, E.P.E.;Região de Saúde do Norte;[25-45[;M;10;61;7;0
2021-12;9;Doenças do aparelho circulatório;Hospital de Braga, E.P.E.;Região de Saúde do Norte;[45-65[;M;64;651;32;3
2021-12;9;Doenças do aparelho circulatório;Hospital de Braga, E.P.E.;Região de Saúde do Norte;[5-15[;M;0;0;1;0
2021-12;9;Doenças do aparelho circulatório;Hospital de Santo Espírito da Ilha Terceira, EPER;Região de Saúde dos Açores;[25-45[;M;2;4;0;0
2021-12;9;Doenças do aparelho circulatório;Hospital de Santo Espírito da Ilha Terceira, EPER;Região de Saúde dos Açores;[45-65[;F;13;68;1;0
2021-12;9;Doenças do aparelho circulatório;Hospital de Santo Espírito da Ilha Terceira, EPER;Região de Saúde dos Açores;[45-65[;M;19;162;0;0
2021-12;9;Doenças do aparelho circulatório;Hospital de Vila Franca de Xira, E.P.E.;Região de Saúde LVT;[25-45[;M;4;13;0;0
2021-12;9;Doenças do aparelho circulatório;Hospital Distrital da Figueira da Foz, E.P.E.;Região de Saúde do Centro;[65-120[;F;22;199;0;1
2021-12;9;Doenças do aparelho circulatório;Hospital do Divino Espírito Santo de Ponta Delgada, EPER;Região de Saúde dos Açores;[15-25[;M;1;1;0;0
2021-12;9;Doenças do aparelho circulatório;Hospital do Divino Espírito Santo de Ponta Delgada, EPER;Região de Saúde dos Açores;[25-45[;F;6;6;0;0
2021-12;9;Doenças do aparelho circulatório;Hospital do Divino Espírito Santo de Ponta Delgada, EPER;Região de Saúde dos Açores;[65-120[;M;17;107;1;0
2021-12;9;Doenças do aparelho circulatório;Hospital do Espírito Santo - Évora, E.P.E.;Região de Saúde do Alentejo;[25-45[;M;2;12;2;0
2021-12;9;Doenças do aparelho circulatório;Hospital do Espírito Santo - Évora, E.P.E.;Região de Saúde do Alentejo;[45-65[;F;4;9;10;1
2021-12;9;Doenças do aparelho circulatório;Hospital Garcia de Orta, E.P.E. - Almada;Região de Saúde LVT;[65-120[;M;97;1040;10;20
2021-12;9;Doenças do aparelho circulatório;Hospital Santa Maria Maior, E.P.E. - Barcelos;Região de Saúde do Norte;[25-45[;M;1;7;0;0
2021-12;9;Doenças do aparelho circulatório;Hospital Santa Maria Maior, E.P.E. - Barcelos;Região de Saúde do Norte;[65-120[;F;36;248;1;4
2021-12;9;Doenças do aparelho circulatório;Hospital Senhora da Oliveira, E.P.E. - Guimarães;Região de Saúde do Norte;[25-45[;F;3;8;9;0
2021-12;9;Doenças do aparelho circulatório;HPP Hospital de Cascais, Dr. José de Almeida;Região de Saúde LVT;[45-65[;F;5;70;0;0
2021-12;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[45-65[;F;5;99;0;0
2021-12;9;Doenças do aparelho circulatório;Unidade Local de Saúde da Guarda, E.P.E.;Região de Saúde do Centro;[45-65[;M;7;51;0;0
2021-12;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Castelo Branco, E.P.E.;Região de Saúde do Centro;[15-25[;M;1;1;0;0
2021-12;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Matosinhos, E.P.E.;Região de Saúde do Norte;[45-65[;F;9;85;0;1
2021-12;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Alto Minho, E.P.E.;Região de Saúde do Norte;[45-65[;F;6;81;3;0
2021-12;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Alto Minho, E.P.E.;Região de Saúde do Norte;[65-120[;F;63;570;3;9
2021-05;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;Região de Saúde do Norte;[25-45[;M;0;0;2;0
2021-05;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;Região de Saúde do Norte;[65-120[;M;2;12;0;0
2021-05;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[45-65[;F;5;68;0;2
2021-05;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[5-15[;M;1;1;0;0
2021-05;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[65-120[;M;18;411;0;5
2021-05;9;Doenças do aparelho circulatório;Unidade Local de Saúde da Guarda, E.P.E.;Região de Saúde do Centro;[65-120[;F;48;591;0;5
2021-05;9;Doenças do aparelho circulatório;Unidade Local de Saúde da Guarda, E.P.E.;Região de Saúde do Centro;[65-120[;M;52;713;0;9
2021-05;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Matosinhos, E.P.E.;Região de Saúde do Norte;[65-120[;M;58;627;1;3
2021-05;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Alto Minho, E.P.E.;Região de Saúde do Norte;[15-25[;M;1;8;0;0
2021-05;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Alto Minho, E.P.E.;Região de Saúde do Norte;[25-45[;F;1;1;2;0
2021-05;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Alto Minho, E.P.E.;Região de Saúde do Norte;[45-65[;M;10;103;2;1
2021-05;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Alto Minho, E.P.E.;Região de Saúde do Norte;[65-120[;M;54;457;1;6
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Barreiro/Montijo, E.P.E.;Região de Saúde LVT;[45-65[;F;15;117;20;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar de Leiria, E.P.E.;Região de Saúde do Centro;[15-25[;M;3;8;0;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar de Leiria, E.P.E.;Região de Saúde do Centro;[45-65[;M;41;263;25;1
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar de Leiria, E.P.E.;Região de Saúde do Centro;[65-120[;M;107;1004;26;13
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[45-65[;M;47;382;8;1
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;Região de Saúde do Norte;[25-45[;F;4;15;16;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar do Baixo Vouga, E.P.E.;Região de Saúde do Centro;[15-25[;F;1;15;0;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar do Baixo Vouga, E.P.E.;Região de Saúde do Centro;[15-25[;M;2;7;0;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Ave, E.P.E.;Região de Saúde do Norte;[25-45[;M;2;33;0;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[25-45[;M;2;5;3;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[45-65[;F;10;62;1;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[45-65[;M;13;174;5;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[65-120[;M;51;667;13;4
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[25-45[;F;1;3;2;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[15-25[;F;2;4;0;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[25-45[;M;15;330;3;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[5-15[;M;0;0;2;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Setúbal, E.P.E;Região de Saúde LVT;[15-25[;M;1;101;0;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[25-45[;F;6;72;12;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[45-65[;F;18;121;29;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[65-120[;M;100;977;1;7
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Cova da Beira, E.P.E.;Região de Saúde do Centro;[65-120[;F;38;413;0;1
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[45-65[;M;77;509;38;2
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[45-65[;F;80;386;30;3
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[65-120[;F;199;2028;31;13
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[65-120[;M;169;1842;43;13
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Algarve, E.P.E.;Região de Saúde do Algarve;[65-120[;M;167;1876;14;12
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[5-15[;M;1;1;0;0
2021-05;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Lisboa Central, E.P.E.;Região de Saúde LVT;[45-65[;F;26;272;41;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Barreiro/Montijo, E.P.E.;Região de Saúde LVT;[25-45[;M;2;6;1;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Barreiro/Montijo, E.P.E.;Região de Saúde LVT;[45-65[;M;15;89;2;1
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;Região de Saúde do Norte;[45-65[;M;28;260;1;1
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar de Entre Douro e Vouga, E.P.E.;Região de Saúde do Norte;[65-120[;F;82;678;5;7
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar de Tras-os-Montes e Alto Douro, E.P.E.;Região de Saúde do Norte;[65-120[;M;128;922;7;11
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;Região de Saúde do Norte;[65-120[;F;110;1058;40;6
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar de Vila Nova de Gaia/Espinho, E.P.E.;Região de Saúde do Norte;[65-120[;M;147;1627;51;10
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar do Baixo Vouga, E.P.E.;Região de Saúde do Centro;[25-45[;F;0;0;3;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar do Baixo Vouga, E.P.E.;Região de Saúde do Centro;[25-45[;M;4;39;0;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar do Baixo Vouga, E.P.E.;Região de Saúde do Centro;[45-65[;F;7;61;1;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar do Baixo Vouga, E.P.E.;Região de Saúde do Centro;[65-120[;F;75;838;0;7
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[45-65[;F;13;48;3;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[15-25[;F;3;30;0;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[45-65[;F;36;206;11;2
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[65-120[;M;238;2285;32;25
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[15-25[;M;1;1;0;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[5-15[;F;2;5;0;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[5-15[;M;0;0;1;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Povoa do Varzim/Vila do Conde, E.P.E.;Região de Saúde do Norte;[25-45[;F;0;0;1;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Povoa do Varzim/Vila do Conde, E.P.E.;Região de Saúde do Norte;[25-45[;M;2;8;1;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[15-25[;M;1;4;0;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Cova da Beira, E.P.E.;Região de Saúde do Centro;[15-25[;M;1;1;0;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Cova da Beira, E.P.E.;Região de Saúde do Centro;[45-65[;M;12;80;0;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Cova da Beira, E.P.E.;Região de Saúde do Centro;[65-120[;M;37;496;0;3
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[15-25[;M;3;22;1;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[65-120[;M;157;1490;63;7
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[15-25[;M;2;8;1;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[15-25[;M;1;1;2;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[25-45[;M;7;44;6;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Porto, E.P.E.;Região de Saúde do Norte;[45-65[;F;20;184;36;1
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Lisboa Central, E.P.E.;Região de Saúde LVT;[15-25[;M;5;9;0;0
2021-06;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Lisboa Central, E.P.E.;Região de Saúde LVT;[25-45[;F;10;57;4;0
2021-06;9;Doenças do aparelho circulatório;Hospital de Braga, E.P.E.;Região de Saúde do Norte;[15-25[;M;3;16;1;0
2021-06;9;Doenças do aparelho circulatório;Hospital de Braga, E.P.E.;Região de Saúde do Norte;[65-120[;M;127;1040;64;8
2021-06;9;Doenças do aparelho circulatório;Hospital de Santo Espírito da Ilha Terceira, EPER;Região de Saúde dos Açores;[65-120[;M;18;154;0;1
2021-06;9;Doenças do aparelho circulatório;Hospital de Vila Franca de Xira, E.P.E.;Região de Saúde LVT;[45-65[;M;18;292;0;0
2021-06;9;Doenças do aparelho circulatório;Hospital de Vila Franca de Xira, E.P.E.;Região de Saúde LVT;[65-120[;F;60;736;0;8
2021-06;9;Doenças do aparelho circulatório;Hospital Distrital da Figueira da Foz, E.P.E.;Região de Saúde do Centro;[65-120[;M;21;248;0;2
2021-06;9;Doenças do aparelho circulatório;Hospital Distrital de Santarém, E.P.E.;Região de Saúde LVT;[25-45[;M;5;18;0;0
2021-06;9;Doenças do aparelho circulatório;Hospital do Divino Espírito Santo de Ponta Delgada, EPER;Região de Saúde dos Açores;[45-65[;F;13;90;2;0
2021-06;9;Doenças do aparelho circulatório;Hospital do Divino Espírito Santo de Ponta Delgada, EPER;Região de Saúde dos Açores;[45-65[;M;43;402;6;0
2021-06;9;Doenças do aparelho circulatório;Hospital do Espírito Santo - Évora, E.P.E.;Região de Saúde do Alentejo;[45-65[;M;24;100;7;0
2021-06;9;Doenças do aparelho circulatório;Hospital do Espírito Santo - Évora, E.P.E.;Região de Saúde do Alentejo;[65-120[;F;59;447;11;7
2021-06;9;Doenças do aparelho circulatório;Hospital Garcia de Orta, E.P.E. - Almada;Região de Saúde LVT;[25-45[;M;3;20;3;0
2021-06;9;Doenças do aparelho circulatório;Hospital Garcia de Orta, E.P.E. - Almada;Região de Saúde LVT;[45-65[;F;22;195;15;0
2021-06;9;Doenças do aparelho circulatório;Hospital Professor Dr. Fernando Fonseca, E.P.E.;Região de Saúde LVT;[15-25[;M;3;6;0;0
2021-06;9;Doenças do aparelho circulatório;Hospital Professor Dr. Fernando Fonseca, E.P.E.;Região de Saúde LVT;[65-120[;M;115;1181;0;11
2021-06;9;Doenças do aparelho circulatório;Hospital Santa Maria Maior, E.P.E. - Barcelos;Região de Saúde do Norte;[65-120[;M;15;185;0;3
2021-06;9;Doenças do aparelho circulatório;Hospital Senhora da Oliveira, E.P.E. - Guimarães;Região de Saúde do Norte;[25-45[;F;1;1;4;0
2021-06;9;Doenças do aparelho circulatório;Hospital Senhora da Oliveira, E.P.E. - Guimarães;Região de Saúde do Norte;[65-120[;M;66;697;3;9
2021-06;9;Doenças do aparelho circulatório;HPP Hospital de Cascais, Dr. José de Almeida;Região de Saúde LVT;[15-25[;M;2;16;0;0
2021-06;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Centro, E.P.E.;Região de Saúde do Centro;[45-65[;M;1;1;0;0
2021-06;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Lisboa, E.P.E.;Região de Saúde LVT;[45-65[;M;1;7;0;0
2021-06;9;Doenças do aparelho circulatório;Instituto Português Oncologia  F. Gentil - Porto, E.P.E.;Região de Saúde do Norte;[15-25[;F;1;7;0;0
2021-06;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[45-65[;F;4;279;0;0
2021-06;9;Doenças do aparelho circulatório;Serviço de Saúde da RAM, E.P.E.;Região de Saúde da Madeira;[65-120[;F;15;153;0;3
2021-06;9;Doenças do aparelho circulatório;Unidade Local de Saúde da Guarda, E.P.E.;Região de Saúde do Centro;[25-45[;M;2;5;0;0
2021-06;9;Doenças do aparelho circulatório;Unidade Local de Saúde da Guarda, E.P.E.;Região de Saúde do Centro;[65-120[;M;47;590;0;9
2021-06;9;Doenças do aparelho circulatório;Unidade Local de Saúde de Castelo Branco, E.P.E.;Região de Saúde do Centro;[65-120[;F;17;198;0;1
2021-06;9;Doenças do aparelho circulatório;Unidade Local de Saúde do Litoral Alentejano, E.P.E.;Região de Saúde do Alentejo;[45-65[;M;14;139;0;0
2021-06;9;Doenças do aparelho circulatório;Unidade Local de Saúde Nordeste, E.P.E.;Região de Saúde do Norte;[45-65[;M;5;108;0;0
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Ave, E.P.E.;Região de Saúde do Norte;[45-65[;M;7;94;0;1
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[25-45[;F;1;17;0;0
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar do Médio Tejo, E.P.E.;Região de Saúde LVT;[65-120[;F;57;709;19;10
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[25-45[;F;2;8;0;0
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar do Oeste, E.P.E.;Região de Saúde LVT;[45-65[;F;9;91;0;0
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[15-25[;M;3;13;0;0
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar e Universitário de Coimbra, E.P.E.;Região de Saúde do Centro;[65-120[;M;240;2186;40;20
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Lisboa Ocidental, E.P.E.;Região de Saúde LVT;[65-120[;F;116;1183;41;7
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Povoa do Varzim/Vila do Conde, E.P.E.;Região de Saúde do Norte;[65-120[;F;27;216;0;1
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Setúbal, E.P.E;Região de Saúde LVT;[65-120[;M;42;392;20;7
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Tâmega e Sousa, E.P.E.;Região de Saúde do Norte;[45-65[;F;17;136;28;0
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Tondela-Viseu, E.P.E.;Região de Saúde do Centro;[65-120[;F;86;671;10;13
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário Cova da Beira, E.P.E.;Região de Saúde do Centro;[5-15[;M;1;0;0;0
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[25-45[;M;9;128;4;1
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de Lisboa Norte, E.P.E.;Região de Saúde LVT;[45-65[;M;64;467;35;0
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário de S. João, E.P.E.;Região de Saúde do Norte;[15-25[;F;2;9;2;0
2021-07;9;Doenças do aparelho circulatório;Centro Hospitalar Universitário do Algarve, E.P.E.;Região de Saúde do Algarve;[65-120[;M;138;1532;12;15
